TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3,SUPP_INFO,CONS_OBJ
Polygon,33091,33091,1,Lelievlei Nature Reserve,Lelievlei Nature Reserve,Forest Nature Reserve,Forest Nature Reserve,National,Not Reported,Not Applicable,0,0,0,10.8472719584,10.8472720907716,Not Applicable,0,Designated,1986,Federal or national ministry or agency,State,South African National Parks,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570827,555570827,1,Mooiplaas Private Nature Reserve,Mooiplaas Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,2.36144818787,2.36145422676924,Not Applicable,0,Designated,1994,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570841,555570841,1,Klipfontein Private Nature Reserve,Klipfontein Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,10.7943155553,10.7944842594591,Not Applicable,0,Designated,1989,Individual landowners,Individual landowners,Private Owners,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570842,555570842,1,Kleyn Kloof Private Nature Reserve,Kleyn Kloof Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,0.273772665997,0.273775024866876,Not Applicable,0,Designated,1990,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555563854,555563854,1,Leon Taljaard Nature Reserve,Leon Taljaard Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,8.76153711726,8.7611386151141,Not Applicable,0,Designated,1969,Federal or national ministry or agency,State,Naledi Municipality,Not Reported,State Verified,1840,ZA-NW,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555563620,555563620,1,Buffalo Springs Private Nature Reserve,Buffalo Springs Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,27.8208899205,27.8209674630375,Not Applicable,0,Designated,1959,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-LP,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570832,555570832,1,Lake Pleasant Private Nature Reserve Section No.5,Lake Pleasant Private Nature Reserve Section No.5,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,2,0.0548178100742,0.0548177986103693,0.0548178100742,0.0548177986103693,Not Reported,0,Designated,2003,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570833,555570833,1,Lake Pleasant Private Nature Reserve Section No.4,Lake Pleasant Private Nature Reserve Section No.4,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,2,0.0554247961672,0.0554249672840061,0.0554247961672,0.0554249672840061,Not Reported,0,Designated,2003,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570666,555570666,1,Sandies Glen Private Nature Reserve,Sandies Glen Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,1.32201217764,1.32202971887196,Not Applicable,0,Designated,1997,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570667,555570667,1,Sangebethu Private Nature Reserve,Sangebethu Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,18.7463670728,18.747128468992,Not Applicable,0,Designated,1995,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570310,555570310,1,Oryx Gazella Reserve,Oryx Gazella Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,10.126959432,10.1269030785382,Not Applicable,0,Designated,2001,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-FS,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570206,555570206,1,De Kuilen Private Nature Reserve,De Kuilen Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,4.43540531394,4.43539707214851,Not Applicable,0,Designated,1990,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-FS,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555579291,555579291,1,Voortrekker Kleinkind Private Nature Reserve,Voortrekker Kleinkind Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,7.93482858504,7.93555848589879,Not Applicable,0,Designated,1965,Individual landowners,Individual landowners,Private Owners,Not Reported,State Verified,1840,ZA-LP,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555579292,555579292,1,Wellington Private Nature Reserve,Wellington Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,5.16515777729,5.16513827790384,Not Applicable,0,Designated,1962,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-LP,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570378,555570378,1,Blesbok Private Nature Reserve,Blesbok Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,10.7171498456,10.7169179188385,Not Applicable,0,Designated,1988,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-FS,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570855,555570855,1,Joostenberg Private Nature Reserve,Joostenberg Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,0.594615179235,0.594615640712511,Not Applicable,0,Designated,1983,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555571025,555571025,1,Southeast Atlantic Seamount Marine Protected Area,Southeast Atlantic Seamount Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,7725.15128158,7725.17122395882,7725.15128158,7725.17122395882,Not Reported,0,Designated,2019,Federal or national ministry or agency,State,South African National Parks,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555571026,555571026,1,Namaqua Fossil Forest Marine Protected Area,Namaqua Fossil Forest Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,494.228241853,494.228338571764,494.228241853,494.228338571764,Not Reported,0,Designated,2019,Federal or national ministry or agency,State,South African National Parks,Not Reported,State Verified,1840,ZA-NC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570941,555570941,1,Tara Wildlife Safaris,Tara Wildlife Safaris,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,12.8752244547,12.8752326172947,Not Applicable,0,Designated,2000,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-FS,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570929,555570929,1,Maputaland Marine Reserve,Maputaland Marine Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,2,364.083527702,355.742332563887,364.083527702,364.083205134922,Not Reported,0,Designated,1987,Federal or national ministry or agency,State,KwaZulu-Natal Nature Conservation Board,Not Reported,State Verified,1840,ZA-NL,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570231,555570231,1,Grootfontein Private Nature Reserve - Jacobsdal,Grootfontein Private Nature Reserve - Jacobsdal,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,8.4315904418,8.43172779227004,Not Applicable,0,Designated,1990,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-FS,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570677,555570677,1,Stilbaai Fynbos Private Nature Reserve,Stilbaai Fynbos Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,0.0988205523131,0.0988202873809393,Not Applicable,0,Designated,1994,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555564098,555564098,1,P. Goetsch Private Nature Reserve,P. Goetsch Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,36.3224806586,36.3227317718399,Not Applicable,0,Designated,1968,Individual landowners,Individual landowners,Private Owners,Not Reported,State Verified,1840,ZA-LP,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555564069,555564069,1,Tierberg Nature Reserve,Tierberg Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,0.781098030604,0.781095278145459,Not Applicable,0,Designated,1971,Federal or national ministry or agency,State,Kai Garib Municipality,Not Reported,State Verified,1840,ZA-NC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555564078,555564078,1,Uitenhage Nature Reserve,Uitenhage Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,3.8792041838,3.87914745887514,Not Applicable,0,Designated,1968,Federal or national ministry or agency,State,Nelson Mandela Metropolitan Municipality,Not Reported,State Verified,1840,ZA-EC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570338,555570338,1,Sporting Chance Private Nature Reserve,Sporting Chance Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,12.3356595407,12.3356144565249,Not Applicable,0,Designated,1965,Individual landowners,Individual landowners,Private Owners,Not Reported,State Verified,1840,ZA-NW,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570340,555570340,1,Sterkfontein Private Nature Reserve,Sterkfontein Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,8.54539210949,8.54551297145259,Not Applicable,0,Designated,1957,Individual landowners,Individual landowners,Private Owners,Not Reported,State Verified,1840,ZA-NW,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555563784,555563784,1,Franko Private Nature Reserve,Franko Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,16.4065291712,16.407728217887,Not Applicable,0,Designated,1958,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-NW,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555563785,555563785,1,Fred Coetzee Private Nature Reserve,Fred Coetzee Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,23.9849026352,23.9847140792753,Not Applicable,0,Designated,1965,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-NW,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570659,555570659,1,Riverine Rabbit Private Nature Reserve,Riverine Rabbit Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,12.4971774364,12.4988445725677,Not Applicable,0,Designated,1999,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570692,555570692,1,Vogelgat Private Nature Reserve,Vogelgat Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,6.76158979923,6.76158041767813,Not Applicable,0,Designated,1971,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555563539,555563539,1,Starvation Creek Nature Reserve,Starvation Creek Nature Reserve,Forest Nature Reserve,Forest Nature Reserve,National,Not Reported,Not Applicable,0,0,0,5.21400275795,5.21400620829625,Not Applicable,0,Designated,1985,Federal or national ministry or agency,State,Mpumalanga Tourism & Parks Agency (MTPA),Not Reported,State Verified,1840,ZA-MP,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555563617,555563617,1,Brakrivier Private Nature Reserve,Brakrivier Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,31.2017253326,31.2015921563675,Not Applicable,0,Designated,1962,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-LP,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555571061,555571061,1,Destiny Nature Reserve,Destiny Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,16.9697420703,16.9697180098763,Not Applicable,0,Designated,2018,Federal or national ministry or agency,State,Alternative Leisure Trust en Deo Gloria Alternative Leisure Experience,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,300546,300546,1,Dwesa-Cwebe Marine Protected Area,Dwesa-Cwebe Marine Protected Area,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,265.078794204,261.234337469404,265.078794204,265.047057774624,Not Reported,0,Designated,2000,Federal or national ministry or agency,State,Eastern Cape Parks & Tourism Agency (ECPTA),Not Reported,State Verified,1840,ZA-EC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555571115,555571115,1,Balule Nature Reserve,Balule Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,145.503091592,145.502857023914,Not Applicable,0,Designated,2019,Federal or national ministry or agency,State,Not Reported,Not Reported,State Verified,1840,ZA-LP,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,900553,900553,0,Kruger to Canyons,Kruger to Canyons,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,0,0,0,28748.1027311,14167.8797528567,Not Applicable,0,Designated,2001,Non-profit organisations,Non-profit organisations,Kruger to Canyons Biosphere Reserve Non-Profit Company,Not Reported,State Verified,1840,ZA-MP,ZAF,ZAF,Not Reported,Not Reported
Polygon,900554,900554,0,Waterberg Biosphere Reserve,Waterberg Biosphere Reserve,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,0,0,0,6524.14743809,4829.63665363639,Not Applicable,0,Designated,2001,Non-profit organisations,Non-profit organisations,Waterberg Biosphere Reserve Non-Profit Company,Not Reported,State Verified,1840,ZA-LP,ZAF,ZAF,Not Reported,Not Reported
Polygon,68163,68163,1,De Hoop Vlei,De Hoop Vlei,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Not Reported,0,0,0,6.37732875358,6.37732707552732,Not Applicable,0,Designated,1975,Federal or national ministry or agency,State,Not Reported,Not Reported,State Verified,1856,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570864,555570864,1,Hog Hollow Private Nature Reserve,Hog Hollow Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,0.122683408103,0.122683640092241,Not Applicable,0,Designated,1996,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570943,555570943,1,Tawyn Safaris,Tawyn Safaris,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,12.1600810541,12.1599157725615,Not Applicable,0,Designated,1998,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-FS,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,902347,902347,1,Cape Floral Region Protected Areas,Aires protégées de la Région florale du Cap,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix)(x),0,0,113.925105503115,10947.42,11017.2777374461,Not Applicable,0,Inscribed,2004,Federal or national ministry or agency,State,Cape Nature,Not Reported,State Verified,946,"ZA-WC;ZA-EC",ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555571059,555571059,1,Bokbaai Nature Reserve,Bokbaai Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0.777164501755326,10.7113811744,10.7114740355776,Not Applicable,0,Designated,2019,Federal or national ministry or agency,State,Mapula Trust-IT020391/2014,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555563979,555563979,1,Park Ranches Private Reserve,Park Ranches Private Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,26.1107043962,26.1114548821658,Not Applicable,0,Designated,1964,Individual landowners,Individual landowners,Private Owners,Not Reported,State Verified,1840,ZA-LP,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570336,555570336,1,Somerville Private Nature Reserve,Somerville Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,27.2588268603,27.2600974984811,Not Applicable,0,Designated,1969,Individual landowners,Individual landowners,Private Owners,Not Reported,State Verified,1840,ZA-NW,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570537,555570537,1,Groenvlei 1015 Portion 2,Groenvlei 1015 Portion 2,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,0.85447507395,0.85449227249751,Not Applicable,0,Designated,1985,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-FS,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570545,555570545,1,Palmietfontein Private Nature Reserve,Palmietfontein Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,6.47022073692,6.47004653692894,Not Applicable,0,Designated,1996,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-FS,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570546,555570546,1,Palmietpan Private Nature Reserve,Palmietpan Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,6.47022073692,6.47004653692894,Not Applicable,0,Designated,1988,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-FS,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570585,555570585,1,Basjanskloof Private Nature Reserve,Basjanskloof Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,64.4932193837,64.4953212818252,Not Applicable,0,Designated,1993,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-NC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570549,555570549,1,Roodepoortjie 144,Roodepoortjie 144,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,23.1150551342,23.1156342885187,Not Applicable,0,Designated,1975,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-FS,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570610,555570610,1,Die Eiland Private Nature Reserve,Die Eiland Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,0.555249832176,0.55524517752487,Not Applicable,0,Designated,2002,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555563715,555563715,1,Ganspan Waterfowl Nature Reserve,Ganspan Waterfowl Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,1.72747887616,1.72748749558897,Not Applicable,0,Designated,1978,Federal or national ministry or agency,State,Jan Kempdorp Municipality,Not Reported,State Verified,1840,ZA-NC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555579272,555579272,1,Leana Nature Reserve,Leana Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,5.17470268395,5.17414280892385,Not Applicable,0,Designated,1974,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-LP,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570848,555570848,1,Klein Cederberg Private Nature Reserve,Klein Cederberg Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,9.8970513256,9.89704859331097,Not Applicable,0,Designated,2001,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555563879,555563879,1,Korvanleo Private Nature Reserve,Korvanleo Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,19.7345083289,19.734632785183,Not Applicable,0,Designated,1955,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-LP,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570944,555570944,1,Thaba Ghale Game Farm,Thaba Ghale Game Farm,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,20.3028462217,20.3029282858859,Not Applicable,0,Designated,2000,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-FS,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555571125,555571125,1,Mphaphuli Protected Environment,Mphaphuli Protected Environment,Protected Environment,Protected Environment,National,Not Reported,Not Applicable,0,0,0,608.978178274,608.973344755383,Not Applicable,0,Designated,2018,Federal or national ministry or agency,State,Not Reported,Not Reported,State Verified,1840,ZA-LP,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555571065,555571065,1,Knysna National Lake Area,Knysna National Lake Area,Protected Environment,Protected Environment,National,Not Reported,Not Applicable,1,0,21.6983020418879,115.548120197,115.548182138176,Not Reported,0,Designated,1985,Federal or national ministry or agency,State,Not Reported,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,68170,68170,1,Wilderness Lakes,Wilderness Lakes,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Not Reported,0,0,0.199920405961905,11.3287297051,11.3286938729092,Not Applicable,0,Designated,1991,Federal or national ministry or agency,State,Not Reported,Not Reported,State Verified,1856,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,68171,68171,1,Verlorenvlei,Verlorenvlei,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Not Reported,0,0,0,14.4887488119,14.4887485089902,Not Applicable,0,Designated,1991,Federal or national ministry or agency,State,Not Reported,Not Reported,State Verified,1856,ZA-WC,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,68173,68173,1,Kosi Bay,Kosi Bay,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Not Reported,0,0,1.26701361881555,173.348833537,173.357238982879,Not Applicable,0,Designated,1991,Federal or national ministry or agency,State,Not Reported,Not Reported,State Verified,1856,ZA-NL,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,68174,68174,1,Lake Sibaya,Lake Sibaya,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Not Reported,0,0,0,60.0893020023,60.089302026903,Not Applicable,0,Designated,1991,Federal or national ministry or agency,State,Not Reported,Not Reported,State Verified,1856,ZA-NL,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,145552,145552,1,uKhahlamba-Drakensberg Park,uKhahlamba-Drakensberg Park,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Not Reported,0,0,0,2248.84336975,2248.84519096519,Not Applicable,0,Designated,1997,Federal or national ministry or agency,State,Not Reported,Not Reported,State Verified,1856,ZA-NL,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555563798,555563798,1,Hertzog Private Nature Reserve,Hertzog Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,5.40410644222,5.40413098455304,Not Applicable,0,Designated,1957,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-LP,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555547545,555547545,0,Cape Winelands Biosphere Reserve,Cape Winelands Biosphere Reserve,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,0,0,0,3220.27702719,1643.66583982216,Not Applicable,0,Designated,2007,Non-profit organisations,Non-profit organisations,Cape Winelands Biosphere Reserve Non-Profit Company,Not Reported,State Verified,1840,ZA-WC,ZAF,ZAF,Not Reported,Not Reported
Polygon,555570971,555570971,0,Magaliesberg Biosphere Reserve,Magaliesberg Biosphere Reserve,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,0,0,0,3576.81795073,3109.47608787868,Not Applicable,0,Designated,2015,Non-profit organisations,Non-profit organisations,Magaliesberg Biosphere Reserve Non-Profit Company,Not Reported,State Verified,1840,ZA-GP,ZAF,ZAF,Not Reported,Not Reported
Polygon,555563478,555563478,1,Chrissiesmeer Protected Environment,Chrissiesmeer Protected Environment,Protected Environment,Protected Environment,National,Not Reported,Not Applicable,0,0,0,574.998330278,574.998559955689,Not Applicable,0,Designated,2014,Individual landowners,Individual landowners,The Chrissiesmeer Protected Environment Landowners Association,Not Reported,State Verified,1840,ZA-MP,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555563538,555563538,1,Skelmwater Nature Reserve,Skelmwater Nature Reserve,Forest Nature Reserve,Forest Nature Reserve,National,Not Reported,Not Applicable,0,0,0,0.0408440096585,0.040844007213103,Not Applicable,0,Designated,1985,Federal or national ministry or agency,State,Limpopo Tourism Parks Board,Not Reported,State Verified,1840,ZA-LP,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555563481,555563481,1,KwaMandlangampisi Protected Environment,KwaMandlangampisi Protected Environment,Protected Environment,Protected Environment,National,Not Reported,Not Applicable,0,0,0,284.853209435,284.853240631627,Not Applicable,0,Designated,2010,Federal or national ministry or agency,State,The Kwamandlangampisi Protected Environment Landowners Association,Not Reported,State Verified,1840,ZA-NL,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555563482,555563482,1,Magaliesberg Protected Natural Environment,Magaliesberg Protected Natural Environment,Protected Environment,Protected Environment,National,Not Reported,Not Applicable,0,0,0,343.55864299,343.556284230582,Not Applicable,0,Designated,1994,Federal or national ministry or agency,State,Gauteng Department of Agriculture & Rural Development (GDARD),Not Reported,State Verified,1840,ZA-GP,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555563485,555563485,1,Pongola Bush Protected Environment,Pongola Bush Protected Environment,Protected Environment,Protected Environment,National,Not Reported,Not Applicable,0,0,0,92.3488503562,92.3493385951943,Not Applicable,0,Designated,2013,Federal or national ministry or agency,State,Pongola Bush PE Land Association,Not Reported,State Verified,1840,ZA-NL,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555570578,555570578,1,Ditholo Nature Reserve,Ditholo Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,21.3554321925,21.3556864657353,Not Applicable,0,Designated,1993,Individual landowners,Individual landowners,Not Reported,Not Reported,State Verified,1840,ZA-GP,ZAF,ZAF,Not Applicable,Not Applicable
Polygon,555563968,555563968,1,Nederwelt Private Nature Reserve,Nederwelt Private Nature Reserve,Nature Reserve,Nature Reserve,National,Not Reported,Not Applicable,0,0,0,4.1333414495,4.13334212474559,Not Applicable,0,Designated,1968,Individual landowners,Individual landowners,Private Owners,Not Reported,State Verified,1840,ZA-MP,ZAF,ZAF,Not Applicable,Not Applicable
